;name;SMILES;category;genotoxicity;carcinogenicity;mutagenicity
2125;2-amino-4,6-dimethyl-3-oxo-1-N,9-N-bis[(3R,7R,10S,16S)-7,11,14-trimethyl-2,5,9,12,15-pentaoxo-3,10-di(propan-2-yl)-8-oxa-1,4,11,14-tetrazabicyclo[14.3.0]nonadecan-6-yl]phenoxazine-1,9-dicarboxamide;Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)NC2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O;actinomycins;0;1;1
2126;aspinonene;C[C@H](O)/C=C/[C@@](O)(CO)[C@@H]1O[C@H]1C;fatty acid like;1;0;1
2127;Preechinulin;C=CC(C)(C)c1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@H](C)NC1=O;chinulins;1;1;1
2128;Beauvericin;CC(C)[C@@H]1OC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H](Cc2ccccc2)N(C)C1=O;beauvericins;0;1;1
2129;Dactinomycin D;Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H]2C)c(N)c1=O;actinomycins;0;1;1
2130;Depyrrolo ergonovine;C[C@@H](CO)NC(=O)C1C=C2c3ccccc3CC[C@H]2N(C)C1;ergot alkaloids;1;0;1
2131;Neosolaniol;CC(=O)OC[C@]12C[C@H](O)C(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)C12CO2;trichothecenes;1;0;0
2132;Aloe emodin 1-beta-D-glucopyranoside;O=C1c2cccc(O)c2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(CO)cc21;emodins;1;0;1
2133;radicicol;C[C@H]1C[C@H]2O[C@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1;radicicols;1;1;0
2134;Aureobasidin A;CCC(C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](C(C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O;aureobasidins;0;1;0
2135;7-Benzoyltaxol;CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)c3ccccc3)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C;taxols;1;0;0
2136;Verrucarin A acetate;CC(=O)OC1C(=O)OC[C@]23CC[C@H](C)C[C@H]2O[C@@H]2C[C@@H](OC(=O)/C=C\C=CC(=O)OCCC1C)[C@@]3(C)C21CO1;trichothecenes;1;1;0
2137;Beta-8-hydroxyverrucarin A;CC1CCOC(=O)C=C/C=C\C(=O)O[C@@H]2C[C@H]3O[C@@H]4C[C@@H](C)[C@H](O)C[C@]4(COC(=O)C1O)[C@]2(C)C31CO1;trichothecenes;1;1;0
2138;Alpha-8-hydroxyverrucarin A;CC1CCOC(=O)C=C/C=C\C(=O)O[C@@H]2C[C@H]3O[C@@H]4C[C@@H](C)[C@@H](O)C[C@]4(COC(=O)C1O)[C@]2(C)C31CO1;trichothecenes;1;1;0
2139;Chaetoviridin G;C/C=C(\C)C(=O)[C@@H]1C(=O)O[C@]2(C)C(=O)C(Cl)=C3C=C(/C=C/[C@@H](C)CC)OC=C3[C@H]12;viridins;1;1;1
2140;Chaetomugilin M;C[C@@H](O)[C@H](C)/C=C/C1=CC2=C(Cl)C(=O)[C@@]3(C)OC(=O)[C@@H](C(=O)[C@H](C)[C@@H](C)O)[C@H]3C2=CO1;chaetomugilins;1;1;1
2141;Chaetomugilin J;C/C=C(\C)C(=O)C[C@H]1C2=COC(/C=C/[C@@H](C)CC)=CC2=C(Cl)C(=O)[C@@]1(C)O;chaetomugilins;1;0;1
2142;Chaetomugilin N;C/C=C(\C)C(=O)[C@@H]1C(=O)O[C@]2(C)C(=O)C(Cl)=C3C=C(/C=C/[C@@H](C)[C@@H](C)O)OC=C3[C@H]12;chaetomugilins;1;1;1
2143;Chaetomugilin I;C/C=C(\C)C(=O)C[C@H]1C2=COC(/C=C/[C@@H](C)[C@@H](C)O)=CC2=C(Cl)C(=O)[C@@]1(C)O;chaetomugilins;1;1;1
2144;Dehydroaltenusin derivative, 32;CC12C=CC(=O)C=C1c1cccc(O)c1C(=O)O2;altenusins;1;1;1
2145;Dehydroaltenusin derivative, 31;COc1cc(O)c2c(c1)C1=CC(=O)C=CC1(C)OC2=O;altenusins;1;1;1
2146;Altertenuol;COc1cc(O)c2c(=O)oc3cc(O)c(O)cc3c2c1;alternariols;1;1;1
2147;Resveratrol Hexanoic Acid;O=C(O)CCCCCOc1ccc(/C=C/c2cc(O)cc(O)c2)cc1;resveratrols;0;0;1
2148;Cycloaspeptide G;CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](C)NC(=O)c2ccccc2NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C1=O;cyclic peptides;1;0;0
2149;Cycloaspeptide F;CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)NC(=O)c2ccccc2NC(=O)[C@H](Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)N(C)C1=O;cyclic peptides;1;0;0
2150;ALTERNETHANOXIN B;COc1ccc2oc3c(C(C)=O)cc(O)c4c3c2c1[C@@H](O)O4;alternariols;1;1;1
2151;ALTERNETHANOXIN A;COc1cccc2c1[C@H](O)Oc1c(O)cc(C(C)=O)c(O)c1-2;alternariols;1;1;1
2152;aflatoxin B1 dialdehyde;COc1cc(O)c(C(C=O)C(O)C=O)c2oc(=O)c3c(c12)COC3=O;aflatoxins;1;1;1
2153;aflatoxin B1 8,9-dihydrodiol;COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C(O)C(O)O[C@@H]1O2;aflatoxins;1;1;1
2154;"Pralmorelin;GHRP-2 Acetate;D-Ala-D-beta-Nal-Ala-Trp-D-Phe-Lys-NH2";CC(N)C(=O)NC(=O)C(CCCCN)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(C)NC(=O)C(N)Cc1ccc2ccccc2c1;ergot alkaloids;1;0;0
2155;Brevicompanine H;C=CC(C)(C)[C@@]12C[C@H]3C(=O)N[C@@H](C(C)C)C(=O)N3[C@@H]1N(C(=O)CC)c1ccccc12;brevicompanines;1;1;0
2156;Brevicompanine F;C=CC(C)(C)[C@@]12C[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)N3[C@@H]1N(C(=O)CCC)c1ccccc12;brevicompanines;1;0;0
2157;Brevicompanine G;C=CC(C)(C)[C@@]12C[C@H]3C(=O)N[C@@H](C(C)C)C(=O)N3[C@@H]1N(C(C)=O)c1ccccc12;brevicompanines;1;1;0
2158;Brevicompanine E;C=CC(C)(C)[C@@]12C[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)N3[C@@H]1N(C(=O)CC)c1ccccc12;brevicompanines;1;1;0
2159;Brevicompanine D;C=CC(C)(C)[C@@]12C[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)N3[C@@H]1N(COC)c1ccccc12;brevicompanines;1;1;0
2160;15,15-dimethyl-2-epi-fumiquinazoline A;C[C@@H]1NC(=O)[C@@H](C[C@]2(O)c3ccccc3N3C(=O)C(C)(C)N[C@H]32)n2c1nc1ccccc1c2=O;quinazolines;1;1;1
2161;ergosteryl 3-beta-D-glucoside;CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@@]21C;triterpenoids;1;0;0
2162;Sodium fusidate;CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)[O-];fusidic acids;1;1;1
2163;Neoaltenuene;COc1cc(O)c2c(c1)C1=C(C)C[C@@H](O)[C@H](O)[C@@H]1OC2=O;altenuenes;1;0;1
2164;9-deacetylfumigaclavine C;C=CC(C)(C)c1[nH]c2cccc3c2c1C[C@@H]1[C@@H]3[C@@H](O)[C@@H](C)CN1C;ergot alkaloids;1;1;1
2165;9-deacetoxyfumigaclavine C;C=CC(C)(C)c1[nH]c2cccc3c2c1C[C@@H]1[C@@H]3C[C@@H](C)CN1C;ergot alkaloids;1;1;1
2166;altersolanol L;COc1cc(O)c2c(c1)[C@H](O)[C@@H]1[C@H](C[C@@H](O)[C@@](C)(O)[C@@H]1O)C2=O;altersolanols;1;1;1
2167;altersolanol K;COc1cc(O)c2c(c1)C(=O)[C@@H]1[C@H](C[C@@H](O)[C@@](C)(O)[C@@H]1O)[C@H]2O;altersolanols;1;1;1
2168;Alterporriol G;COc1cc2c(c(O)c1-c1c(OC)cc(O)c3c1C(=O)C1=C(C3=O)[C@H](O)[C@@H](O)[C@@](C)(O)[C@@H]1O)C(=O)c1cc(O)c(C)cc1C2=O;alterporriols;1;0;1
2169;8-Fluoro-4-methoxy-3-methyl-1-propyl-imidazo(1,5-a)quin-oxaline;CCCc1nc(C)c2c(OC)nc3ccc(F)cc3n12;xalines;1;1;1
2170;Glionitrin A;CN1C(=O)C23Cc4ccc([N+](=O)[O-])cc4N2C(=O)C1(CO)SS3;ETPs;1;1;1
2171;Sphingofungin D;CCCCCC[C@@H](O)CCCCCC/C=C/[C@H](O)[C@@H](O)[C@H](O)[C@H](NC(C)=O)C(=O)O;sphingofungins;1;0;0
2172;Sphingofungin C;CCCCCC[C@@H](O)CCCCCC/C=C/[C@H](OC(C)=O)[C@@H](O)[C@H](O)[C@H](N)C(=O)O;sphingofungins;1;0;0
2173;Sphingofungin A;CCCCCC[C@@H](O)CCCCCC/C=C/[C@H](O)[C@@H](O)[C@H](O)[C@H](N=C(N)N)C(=O)O;sphingofungins;1;0;0
2174;Fumonisin C4;CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)CCCCCCCC[C@H](O)CN)OC(=O)C[C@@H](CC(=O)O)C(=O)O;fumonisins;1;0;0
2175;Fumonisin C3;CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCCCC[C@H](O)CN)OC(=O)C[C@@H](CC(=O)O)C(=O)O;fumonisins;1;0;0
2176;Fumonisin C1;CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)CN)OC(=O)C[C@@H](CC(=O)O)C(=O)O;fumonisins;1;0;0
2177;Fumonisin A1;CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)NC(C)=O)OC(=O)C[C@@H](CC(=O)O)C(=O)O;fumonisins;1;0;0
2178;Fumonisin B4;CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)CCCCCCCC[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O;fumonisins;0;0;0
2179;Fumonisin B3;CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCCCC[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O;fumonisins;1;0;0
2180;(-)-Helvolic acid;CC(=O)C[C@@H]1C(=O)[C@@]2(C)[C@@H](CC[C@H]3/C(=C(\CCC=C(C)C)C(=O)O)[C@@H](OC(C)=O)C[C@@]32C)[C@@]2(C)CCC(=O)[C@@H](C)[C@H]12;triterpenoids;0;1;0
2181;Epilovastatin;CC[C@@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21;lovastatins;0;0;1
2182;Dechlorogriseofulvin;COC1=CC(=O)C[C@H](C)[C@@]12Oc1cc(OC)cc(OC)c1C2=O;griseofulvins;1;1;1
2183;maltoryzine;C/C=C/CC(=O)c1c(O)ccc(O)c1O;benzene derivatives;1;0;0
2184;(2S)-2-methylbutanoic acid [(1S,7S,8S,8aS)-8-[2-[(2R,4R)-4-hydroxy-6-oxo-2-oxanyl]ethyl]-7-methyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] ester;CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]21;lovastatins;1;0;1
2185;Fumagillin(1-);CO[C@H]1[C@H]([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)/C=C/C=C/C=C/C=C/C(=O)[O-])CO2;fumagillins;1;0;1
2186;Zearalenone from Fusarium graminearum;C[C@@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1;zearalenones;1;1;0
2187;Austin;C=C1[C@]23C(=O)O[C@@H](C)[C@]2(O)C(=O)O[C@@]1(C)[C@H](OC(C)=O)C1=C(C)[C@@]2(C=CC(=O)OC2(C)C)CC[C@]13C;austins;1;1;0
2188;Kipukasin I;COc1cc(O)cc(C)c1C(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2ccc(=O)[nH]c2=O)[C@@H]1O;kipukasins;1;1;1
2189;15-Hydroxyculmorin;C[C@]1(CO)CCC[C@]2(C)[C@H]3[C@H](O)C[C@]2(C)[C@H](O)[C@H]31;culmorins;1;1;1
2190;(-)-12-Hydroxysydonic acid;C[C@H](CO)CCC[C@@](C)(O)c1ccc(C(=O)O)cc1O;terpenoids;1;0;0
2191;Malformin B4;CC[C@H](C)[C@@H]1NC(=O)[C@@H]([C@H](C)CC)NC(=O)[C@H](C(C)C)NC(=O)[C@H]2CSSC[C@@H](NC1=O)C(=O)N2;malformins;1;0;0
2192;Citreoviridin 1b;COc1cc(/C=C/C=C/C=C/C(C)=C/[C@@]2(C)O[C@@H](C)[C@@](C)(O)[C@@H]2O)oc(=O)c1C;viridins;1;1;0
2193;cis-Resveratrol 3-O-glucuronide;O=C(O)[C@H]1O[C@@H](Oc2cc(O)cc(/C=C\c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O;resveratrols;1;0;1
2194;Trans resveratrol-3,4',5-trisulfate;O=S(=O)(O)Oc1ccc(/C=C/c2cc(OS(=O)(=O)O)cc(OS(=O)(=O)O)c2)cc1;resveratrols;0;1;0
2195;trans-Resveratrol 4'-sulfate;O=S(=O)(O)Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1;resveratrols;0;1;0
2196;trans-Resveratrol 3,5-disulfate;O=S(=O)(O)Oc1cc(/C=C/c2ccc(O)cc2)cc(OS(=O)(=O)O)c1;resveratrols;1;1;0
2197;O-Desmethyl Mycophenolic Acid Methyl Ester;COC(=O)CC/C(C)=C/Cc1c(O)c(C)c2c(c1O)C(=O)OC2;mycophenolic acids;1;1;0
2198;monacolin J carboxylate;C[C@H]1C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]2[C@@H](O)C1;lovastatins;1;0;1
2199;Quinolactacin A1;CC[C@H](C)[C@H]1NC(=O)c2c1n(C)c1ccccc1c2=O;quinolones;1;1;1
2200;Paraherquamide A;CN1C(=O)[C@]23C[C@@H]4C(C)(C)[C@@]5(C[C@@]41CN2CC[C@@]3(C)O)C(=O)Nc1c5ccc2c1OC=CC(C)(C)O2;penicillins;1;1;0
2201;O-Desmethyl Mycophenolic Acid;C/C(=C\Cc1c(O)c(C)c2c(c1O)C(=O)OC2)CCC(=O)O;mycophenolic acids;1;0;0
2202;Hydroxysydonic acid, (R)-;CC(C)(O)CCC[C@@](C)(O)c1ccc(C(=O)O)cc1O;terpenoids;1;0;0
2203;4-((1S)-1,5-Dihydroxy-1,5-dimethylhexyl)-3-hydroxybenzoic acid;CC(C)(O)CCC[C@](C)(O)c1ccc(C(=O)O)cc1O;terpenoids;1;0;0
2204;sydonic acid;CC(C)CCC[C@](C)(O)c1ccc(C(=O)O)cc1O;terpenoids;0;0;0
2205;cyclopeptine;CN1C(=O)c2ccccc2NC(=O)[C@H]1Cc1ccccc1;cyclopeptins;1;0;0
2206;Resveratrol 3-Glucoside;OC[C@@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@@H](O)[C@@H](O)[C@@H]1O;resveratrols;1;0;1
2207;Aspernolide A;COC(=O)[C@]1(Cc2ccc3c(c2)CCC(C)(C)O3)OC(=O)C(O)=C1c1ccc(O)cc1;aspernolides;1;1;1
2208;aspulvinone H(1-);CC(C)=CCc1cc(/C=C2\OC(=O)C(c3ccc(O)c(CC=C(C)C)c3)=C2[O-])ccc1O;aspulvinones;1;1;1
2209;aspulvinone E(1-);O=C1O/C(=C\c2ccc(O)cc2)C([O-])=C1c1ccc(O)cc1;aspulvinones;0;1;1
2210;alpha-cyclopiazonic acid;CC(=O)C1=C([O-])[C@@H]2[C@H]3c4c[nH]c5cccc(c45)C[C@H]3C(C)(C)N2C1=O;ergot alkaloids;1;1;1
2211;Glionitrin A;CN1C(=O)[C@@]23Cc4ccc([N+](=O)[O-])cc4N2C(=O)[C@]1(CO)SS3;ETPs;1;1;1
2212;Aspernolide B;COC(=O)[C@]1(Cc2ccc(O)c(CCC(C)(C)O)c2)OC(=O)C(O)=C1c1ccc(O)cc1;aspernolides;1;1;0
2213;Aspernolide C;COC(=O)[C@]1(Cc2ccc(O)c(CCC(C)(C)OC)c2)OC(=O)C(O)=C1c1ccc(O)cc1;aspernolides;1;1;0
2214;dehydroaustinol;C=C1[C@@]23OC45C(=O)O[C@@](C)(C(=C)[C@]4(C(=O)O[C@@H]5C)[C@@]2(C)CC[C@@]12C=CC(=O)OC2(C)C)[C@H]3O;austins;1;1;0
2215;(?)-Myriocin;CCCCCCC(=O)CCCCCC/C=C/C[C@H](O)[C@@H](O)[C@](N)(CO)C(=O)O;fatty acid like;1;0;0
2216;Glionitrin A;CN1C(=O)[C@@]23Cc4ccc([N+](=O)[O-])cc4N2C(=O)[C@@]1(CO)SS3;ETPs;1;1;1
2217;Roquefortine G;C=CC(C)(C)[C@@]12C[C@@]3(OC)C(=O)N/C(=C/c4cn(C(C)(C)CC(C)=O)cn4)C(=O)N3[C@@H]1Nc1ccccc12;roquefortines;1;0;0
2218;Meleagrin C;C=CC(C)(C)[C@@]12C=C(O)C(=O)N3/C(=C/c4cn(C(C)(C)CC(C)=O)cn4)C(=O)N[C@]31N(OC)c1ccccc12;meleagrins;1;1;0
2219;roquefortine F;C=CC(C)(C)[C@@]12C[C@H]3C(=O)N/C(=C/c4cnc[nH]4)C(=O)N3[C@@H]1N(OC)c1ccccc12;roquefortines;1;1;0
2220;Actinomycin Y3;Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5[C@@H](C)C[C@H](O)[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)OC[C@H](O)[C@@H]2NC(=O)[C@H](C)N(C)C(=O)CN(C)C(=O)[C@@H]3CC(=O)CN3C(=O)[C@@H](C(C)C)NC2=O)c(N)c1=O;actinomycins;1;1;0
2221;Actinomycin Y1;Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5[C@@H](C)C[C@H](O)[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CC(=O)C[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C)C(=O)O[C@@H]2CCl)c(N)c1=O;actinomycins;1;1;0
2222;Actinomycin Y4;Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5[C@@H](C)C[C@H](O)[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)OC[C@H](O)[C@@H]2NC(=O)[C@H](C)N(C)C(=O)CN(C)C(=O)[C@@H]3CC(O)CN3C(=O)[C@@H](C(C)C)NC2=O)c(N)c1=O;actinomycins;1;1;0
2223;Actinomycin Y2;Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5[C@@H](C)C[C@H](O)[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CC(O)C[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C)C(=O)O[C@@H]2CCl)c(N)c1=O;actinomycins;1;1;0
2224;(1'S,5'S)-5'-Hydroxyaverantin;C[C@H](O)CCC[C@H](O)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O;anthraquinones;1;0;1
2225;versicolorin B(1-);O=C1c2cc(O)cc(O)c2C(=O)c2c1cc1c(c2[O-])[C@@H]2CCO[C@@H]2O1;versicolorins;1;1;1
2226;(-)-usnic acid(2-);CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c([O-])c(C)c([O-])c3[C@]2(C)C1=O;usnic acids&ustins;1;1;1
2227;emodin(1-);Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc([O-])c1C2=O;emodins;0;1;1
2228;(1'S,5'R)-5'-Hydroxyaverantin;C[C@@H](O)CCC[C@H](O)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O;anthraquinones;1;0;1
2229;Terpeptin B;CC(=O)N[C@H](C(=O)N(C)[C@H](C(=O)N/C=C\[C@]1(CC=C(C)C)C(=O)Nc2ccccc21)C(C)C)C(C)C;not classified;1;0;0
2230;Asterriquinone dimethyl ether;C=CC(C)(C)n1cc(C2=C(OC)C(=O)C(c3cn(C(C)(C)C=C)c4ccccc34)=C(OC)C2=O)c2ccccc21;asterriquinones ;1;1;1
2231;(-)-Brevianamide B;CC1(C)[C@H]2C[C@]34CCCN3C(=O)[C@@]2(C[C@@]12Nc1ccccc1C2=O)NC4=O;brevianamides;1;1;0
2232;Brevianamide A;CC1(C)[C@@H]2C[C@@]34CCCN3C(=O)[C@]2(C[C@@]12Nc1ccccc1C2=O)NC4=O;brevianamides;1;1;0
2233;Chaetomugilin E;CC[C@H](C)/C=C/C1=CC2=C(Cl)C(=O)[C@@]3(C)O[C@@]4(OC)[C@H](C(=O)O[C@H](C)[C@H]4C)[C@H]3C2=CO1;chaetomugilins;1;1;1
2234;chaetomugilin D;CC[C@H](C)/C=C/C1=CC2=C(Cl)C(=O)[C@@]3(C)O[C@@]4(O)[C@H](C(=O)O[C@H](C)[C@H]4C)[C@H]3C2=CO1;chaetomugilins;1;1;1
2235;(+)-(10E,15R)-13-hydroxy-10,11-dehydrocurvularin;C[C@@H]1CC(O)C/C=C/C(=O)c2c(O)cc(O)cc2CC(=O)O1;zearalenones;1;0;0
2236;(+)-(10E,15R)-12-hydroxy-10,11-dehydrocurvularin;C[C@@H]1CCC(O)/C=C/C(=O)c2c(O)cc(O)cc2CC(=O)O1;zearalenones;1;0;1
2237;Chaetomugilin F;CC[C@H](C)/C=C/C1=CC2=C(Cl)C(=O)[C@@]3(C)OC4=C(C(=O)O[C@H](C)[C@H]4C)[C@H]3C2=CO1;chaetomugilins;1;1;1
2238;Alternariol 4-methyl-10-acetyl ether;COc1cc(O)c2c(=O)oc3cc(OC(C)=O)cc(C)c3c2c1;alternariols;1;1;0
2239;Resveratrol-3-O-sulfate;O=S(=O)(O)Oc1cc(O)cc(/C=C/c2ccc(O)cc2)c1;resveratrols;1;0;0
2240;Chaetoviridin F;CC[C@H](C)/C=C/C1=CC2=C(Cl)C(=O)[C@@]3(C)OC(=O)C(C(=O)[C@@H](C)CC)=C3C2=CO1;viridins;1;1;1
2241;Chaetoviridin E;C/C=C(\C)C(=O)C1=C2C3=COC(/C=C/[C@@H](C)CC)=CC3=C(Cl)C(=O)[C@@]2(C)OC1=O;viridins;1;1;1
2242;brefeldin A;C[C@H]1CCCC=C[C@@H]2C[C@H](O)C[C@H]2[C@H](O)C=CC(=O)O1;brefeldins;1;0;0
2243;Rubroskyrin;CC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)[C@@H]1[C@@H]2[C@@H](O)CC(=O)C4=C(O)c5c(O)cc(C)c(O)c5C(=O)[C@]42[C@H](C3=O)[C@@H]1O;anthraquinones;1;1;1
2244;Fumitremorgin B deriv. 1;C=C(C)[C@@H](O)Cn1c2c(c3ccc(OC)cc31)[C@H](O)[C@@]1(O)C(=O)N3CCC[C@H]3C(=O)N1[C@H]2C=C(C)C;fumitremorgins;1;1;1
2245;Chrysophanol glucuronide;Cc1cc(O)c2c(c1)C(=O)c1cccc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O;chrysophanols;1;0;1
2246;Paclitaxel-Succinic acid;CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](OC(=O)CCC(=O)O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C;taxols;1;0;0
2247;Terrein glucoside;C/C=C/C1=CC(=O)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O;not classified;1;0;1
2248;RUGULOSIN;Cc1cc(O)c2c(c1)C(=O)C13C(=C2O)C(=O)[C@H]2[C@@H](O)[C@@H]1[C@H]1[C@H](O)[C@@H]3C(=O)C3=C(O)c4c(O)cc(C)cc4C(=O)C321;rugulosins;0;1;1
2249;cytochalasin D;C=C1C(O)[C@@H]2/C=C/C[C@H](C)C(=O)[C@](C)(O)/C=C/[C@@H](OC(C)=O)[C@]23C(=O)N[C@@H](Cc2ccccc2)[C@@H]3[C@@H]1C;cytochalasan alkaloids;0;0;1
2250;Chaetomugilin B;CO[C@]12O[C@]3(C)C(=O)C(Cl)=C4C=C(/C=C/[C@@H](C)[C@@H](C)O)OC=C4[C@@H]3[C@H]1C(=O)O[C@H](C)[C@H]2C;chaetomugilins;1;1;1
2251;Alternarienonic acid;COc1cc(O)c(C(=O)O)c(C2=C(C)C[C@@H](O)C2=O)c1;phenols;1;1;0
